PuzzleId,GeneratedThemes
uqWa1,mateIn1 mate backRankMate rookEndgame oneMove
uqXDR,mateIn2 mate fork short
uqXUr,mateIn1 mate oneMove
uqZa1,mateIn2 mate short
ur9R3,long
urMFw,defensiveMove queenEndgame long
urVwB,kingsideAttack short
urZfI,sacrifice skewer veryLong
urbZJ,pin long
urneI,mateIn2 mate backRankMate sacrifice short
urrkz,mateIn1 mate kingsideAttack oneMove
ursbp,pin short
usDeO,mateIn3 mate sacrifice long
usK6w,mateIn2 mate short
usMT2,mateIn2 mate short
usTSL,trappedPiece short
usmlK,advancedPawn promotion pawnEndgame veryLong
usnmi,mateIn2 mate short
uss0R,sacrifice intermezzo long
utEBA,mateIn2 mate queenRookEndgame short
utZTR,fork short
utp9Z,clearance long
uu8CJ,mateIn1 mate oneMove
uuK0N,mateIn2 mate rookEndgame short
uumaA,discoveredAttack short
uvBMB,mateIn1 mate oneMove
uvJM3,mateIn2 mate short
uvRJA,hangingPiece veryLong
uvXo1,mateIn2 mate short
uvf79,sacrifice veryLong
uvfBI,mateIn2 mate backRankMate xRayAttack short
uw7z2,mateIn2 mate short
uwQLU,short
uwZLd,short
uwkPD,mateIn2 mate backRankMate short
uwnTQ,capturingDefender kingsideAttack short
ux8Xj,fork exposedKing veryLong
uxBEn,short
uxQhx,mateIn1 mate bishopEndgame oneMove
uxpCY,advancedPawn veryLong
uy3Zy,mateIn2 mate queenEndgame short
uy7iB,fork short
uyPGO,quietMove interference long
uyfUB,short
uz4ZP,mateIn1 mate oneMove
uzBrl,doubleCheck defensiveMove long
uzJ1j,short
uzx4G,mateIn2 mate short
uzz2z,fork short
v077S,attraction deflection short
v09pu,short
v0AkF,mateIn1 mate kingsideAttack oneMove
v0L31,mateIn2 mate short
v0UnO,short
v0q2w,mateIn2 mate short
v0qFE,mateIn2 mate short
v0rdE,fork long
v12TY,discoveredAttack kingsideAttack short
v1LzS,long
v1tRG,mateIn3 mate sacrifice pin kingsideAttack long
v2Xmf,mateIn1 mate queensideAttack oneMove
v2ikj,mateIn3 mate long
v2lhQ,mateIn2 mate short
v3FV1,sacrifice short
v3X4K,advancedPawn bishopEndgame long
v3qEe,fork hangingPiece short
v3weK,mateIn1 mate oneMove
v4BLn,mateIn1 mate oneMove
v4YyY,knightEndgame veryLong
v4lon,mateIn1 mate oneMove
v50Fr,mateIn1 mate oneMove
v5PTP,defensiveMove hangingPiece trappedPiece long
v5jX2,queenEndgame long
v5nru,fork short
v5ymE,mateIn2 mate deflection queensideAttack short
v60D5,mateIn2 mate doubleCheck queensideAttack short
v6BsB,mateIn1 mate oneMove
v6LSO,mateIn2 mate short
v6ih5,defensiveMove short
v6mGa,fork long
v6mj3,mateIn2 mate kingsideAttack short
v7NkT,short
v7WBQ,knightEndgame short
v7d3c,mateIn1 mate oneMove
v7m0v,deflection long
v7wkp,short
v829O,long
v8A70,long
v8D3R,fork long
v8Wfz,defensiveMove queenEndgame long
v8ZIv,mateIn1 mate oneMove
v96Wz,long
v977Q,pawnEndgame short
v9Jwg,mateIn1 mate kingsideAttack oneMove
v9wdM,deflection interference veryLong
vA8rf,pawnEndgame long
vAJ0E,deflection sacrifice skewer clearance kingsideAttack veryLong
vAeJz,defensiveMove fork queenRookEndgame long
vAtWe,advancedPawn promotion knightEndgame long
vAuuX,mateIn3 mate smotheredMate doubleCheck sacrifice kingsideAttack long
vB9uG,fork short
vBEke,defensiveMove bishopEndgame short
vBTIF,mateIn1 mate oneMove
vC0UL,skewer short
vC2P0,fork long
vC7oj,discoveredAttack rookEndgame short
vCIXb,mateIn1 mate oneMove
vCOVw,defensiveMove trappedPiece short
vCaLv,fork long
vDciV,short
vDpQb,kingsideAttack short
vDu0X,mateIn2 mate kingsideAttack short
vDuJG,fork short
vE6k5,discoveredAttack pin long
vEFoN,mateIn1 mate pin oneMove
vEIiY,mateIn2 mate short
vEiHm,discoveredAttack short
vF4TT,short
vF4TX,mateIn1 mate rookEndgame oneMove
vF5lY,mateIn4 mate anastasiaMate attraction sacrifice kingsideAttack veryLong
vF60y,mateIn2 mate queensideAttack short
vFAJu,short
vFO2v,short
vFVIV,deflection defensiveMove long
vFWS0,mateIn2 mate backRankMate short
vFhc0,long
vFmE6,quietMove bishopEndgame short
vGHDj,fork long
vGYCq,long
vGbRb,mateIn1 mate oneMove
vGjTk,fork short
vGjbz,sacrifice long
vGrIE,deflection skewer queenEndgame long
vHAso,mateIn2 mate short
vHHnK,mateIn1 mate rookEndgame oneMove
vHbAu,pin long
vHrtM,short
vHzIY,mateIn1 mate oneMove
vI2SE,fork short
vIGZl,fork short
vIOfA,fork short
vIjmn,mateIn2 mate fork short
vIzgW,skewer rookEndgame long
vJ0gz,veryLong
vJ8QG,pin long
vJXjH,short
vJqgE,mateIn1 mate oneMove
vJuHy,mateIn1 mate kingsideAttack oneMove
vK3Wh,mateIn3 mate deflection long
vKho8,mateIn3 mate backRankMate long
vKnqR,pin short
vKuwG,mateIn1 mate rookEndgame oneMove
vL6Yl,mateIn1 mate oneMove
vLPci,mateIn1 mate pin kingsideAttack oneMove
vLS5u,fork short
vLnZk,intermezzo long
vLxey,mateIn1 mate oneMove
vMJiD,sacrifice pin short
vMK7f,mateIn1 mate oneMove
vMWU4,mateIn2 mate backRankMate fork short
vMjhl,queensideAttack long
vMwKr,mateIn2 mate advancedPawn short
vN1sV,mateIn2 mate queenEndgame short
vNFNa,deflection exposedKing long
vNcXG,pin long
vNfvo,long
vNn3R,short
vO3e0,sacrifice pin long
vQGa4,defensiveMove bishopEndgame long
vQHQO,mateIn1 mate attackingF2F7 oneMove
vQP4M,short
vQQ9x,long
vQTcD,rookEndgame veryLong
vQi6O,deflection veryLong
vQiHe,defensiveMove long
vQxue,fork long
vR65b,mateIn1 mate kingsideAttack oneMove
vR7Ps,mateIn3 mate deflection fork long
vREaM,fork long
vROUL,mateIn2 mate short
vRbIZ,short
vRs09,deflection short
vS9kI,queenEndgame short
vSglC,sacrifice trappedPiece veryLong
vSjrd,defensiveMove pawnEndgame short
vSkZA,mateIn1 mate oneMove
vSoBd,fork long
vSqif,short
vTf9m,mateIn1 mate kingsideAttack oneMove
vTsoA,exposedKing pin long
vTtwj,mateIn1 mate oneMove
vU8p5,defensiveMove long
vUOLI,defensiveMove short
vUUEU,long
vUx19,bishopEndgame veryLong
vV42H,deflection kingsideAttack veryLong
vV4EM,deflection pin short
vVAF7,advancedPawn promotion long
vVVtd,short
vVY89,short
vVgOA,long
vVpmG,short
vVtXh,quietMove pin long
vW8zd,short
vWGfp,mateIn1 mate oneMove
vWueV,mateIn1 mate oneMove
vX0Sk,pawnEndgame long
vX11k,mateIn1 mate oneMove
vXLK0,discoveredAttack long
vXmqG,attraction fork exposedKing veryLong
vXwAE,mateIn1 mate oneMove
vY7uP,mateIn2 mate pin kingsideAttack short
vYJB5,mateIn2 mate queensideAttack short
vYf9x,mateIn2 mate pin kingsideAttack short
vZ5Dh,short
vZfb4,long
vZjjt,long
vZkQ9,fork short
va3Bj,skewer queenEndgame short
vaQEs,mateIn3 mate sacrifice kingsideAttack long
vbICD,short
vbkHI,advancedPawn short
vby8i,mateIn2 mate attraction sacrifice kingsideAttack short
vcBov,mateIn2 mate backRankMate rookEndgame short
vcCU9,defensiveMove long
vcH3M,exposedKing long
vcxOd,mateIn1 mate oneMove
vdFJt,mateIn1 mate oneMove
vdLIa,pin capturingDefender short
vdsks,advancedPawn discoveredAttack attackingF2F7 promotion long
vduGn,short
veLFG,mateIn1 mate rookEndgame oneMove
veSCA,long
veWMe,attraction fork exposedKing long
veZKL,mateIn1 mate oneMove
vefYu,fork short
vfEpJ,mateIn1 mate kingsideAttack oneMove
vg20X,long
vg5LB,mateIn3 mate exposedKing long
vgGiR,mateIn1 mate oneMove
vgtN7,advancedPawn sacrifice fork discoveredAttack long
vh1gn,fork long
vhGW3,advancedPawn hangingPiece promotion knightEndgame veryLong
vhjqF,queenEndgame short
vhp6P,mateIn2 mate short
viJKt,deflection kingsideAttack long
viNQT,pawnEndgame long
viPGb,mateIn2 mate kingsideAttack short
vihxQ,long
vik2h,short
vimjG,short
vjKgz,defensiveMove hangingPiece long
vjah7,fork short
vkAJk,deflection kingsideAttack long
vkmMu,mateIn2 mate kingsideAttack short
vkvVR,short
vl0Ni,mateIn2 mate short
vl5Iw,long
vlBOr,long
vlQK2,mateIn2 mate kingsideAttack short
vlReG,defensiveMove short
vlU1w,long
vmWlc,attraction intermezzo short
vmZQi,mateIn1 mate oneMove
vma67,deflection short
vmbxX,mateIn1 mate oneMove
vmeXZ,mateIn1 mate oneMove
vmfJR,deflection exposedKing long
vnEny,short
vnVg8,fork hangingPiece long
vnwla,deflection long
vo2TX,mateIn1 mate oneMove
voE4g,fork short
voSNA,pin long
voVPa,mateIn2 mate fork short
vodwX,mateIn2 mate attraction sacrifice short
voz1K,short
vpDXB,mateIn2 mate sacrifice clearance kingsideAttack short
vpIfC,mateIn1 mate kingsideAttack oneMove
vpSBh,short
vpcN9,mateIn3 mate backRankMate fork long
vqaYx,short
vqoQI,mateIn1 mate oneMove
vqt1B,mateIn2 mate kingsideAttack short
vqtC2,mateIn2 mate rookEndgame short
vqvIa,pin long
vrAga,short
vrTJY,advancedPawn exposedKing long
vrr73,advancedPawn promotion short
vry0Y,short
vsEK2,mateIn1 mate oneMove
vsa6u,fork long
vspGo,short
vssTp,short
vt0QC,short
vt6zJ,attraction sacrifice exposedKing veryLong
vtGy9,mateIn3 mate sacrifice long
vtHe7,skewer veryLong
vtaKB,veryLong
vtf9z,mateIn2 mate bodenMate short
vtrtM,veryLong
vuY0n,mateIn2 mate pin kingsideAttack short
vuk7m,mateIn2 mate rookEndgame short
vulXd,mateIn1 mate oneMove
vvDKE,trappedPiece short
vvuP9,mateIn1 mate oneMove
vw3fX,pin short
vw7O1,mateIn2 mate attraction deflection sacrifice short
vwgZg,mateIn2 mate short
vxIMF,quietMove rookEndgame veryLong
vxIlH,mateIn1 mate pin oneMove
vxcmT,mateIn2 mate kingsideAttack short
vxllr,discoveredAttack short
vyXaA,mateIn3 mate sacrifice long
vyoHQ,hangingPiece intermezzo short
vzGCB,mateIn1 mate queenEndgame oneMove
vzOE3,mateIn2 mate kingsideAttack short
vzksV,short
vzrlM,mateIn1 mate kingsideAttack oneMove
vzsTc,mateIn2 mate short
w0eDP,mateIn2 mate short
w0idB,discoveredAttack pin veryLong
w0ol9,mateIn2 mate short
w0tDO,queenEndgame long
w14ug,attraction sacrifice fork long
w1FOS,fork short
w1dhL,attraction sacrifice fork long
w1gIp,mateIn1 mate rookEndgame oneMove
w23m1,long
w2443,mateIn3 mate exposedKing long
w2Op3,hangingPiece short
w2PXB,discoveredAttack kingsideAttack long
w2giv,mateIn1 mate kingsideAttack oneMove
w2mxe,discoveredAttack short
w361v,pin long
w3CXo,short
w3lTX,deflection short
w3lhv,advancedPawn promotion long
w3uT5,pin queensideAttack short
w3z4u,mateIn1 mate oneMove
w4EEr,defensiveMove rookEndgame veryLong
w4LLy,fork short
w4P8D,short
w4QO1,discoveredAttack capturingDefender short
w596r,short
w59L1,mateIn1 mate oneMove
w5Cuj,sacrifice fork long
w5T1n,sacrifice fork veryLong
w5gLj,pin kingsideAttack long
w5iIv,mateIn1 mate oneMove
w61bz,mateIn1 mate oneMove
w656S,mateIn1 mate rookEndgame oneMove
w6X9y,advancedPawn discoveredAttack bishopEndgame short
w6cBM,defensiveMove discoveredAttack clearance long
w75c1,mateIn3 mate anastasiaMate fork long
w7GlQ,quietMove exposedKing bishopEndgame long
w7OQ5,skewer short
w7rll,veryLong
w8f7t,mateIn1 mate oneMove
w8lQz,mateIn1 mate oneMove
w8qu7,fork long
w8t6a,mateIn1 mate oneMove
w8xKa,mateIn2 mate short
w998E,intermezzo long
w9WN5,mateIn1 mate oneMove
w9ZMz,long
w9pD7,short
wANrR,exposedKing rookEndgame veryLong
wAeqH,mateIn1 mate oneMove
wAfNi,mateIn1 mate kingsideAttack oneMove
wAqGG,pin short
wB9k8,long
wBAqn,mateIn2 mate short
wBBCt,short
wBUEr,fork short
wBiZ2,mateIn1 mate hookMate oneMove
wC1Uh,capturingDefender long
wC9Qu,mateIn1 mate oneMove
wCcTn,rookEndgame short
wCdQB,fork short
wCjSa,intermezzo long
wCp7P,queensideAttack short
wDHQZ,mateIn1 mate oneMove
wDVQs,deflection fork short
wE8Si,kingsideAttack short
wEDLJ,short
wEecE,short
wEqnq,long
wErSN,advancedPawn long
wEvZO,fork short
wFGp4,short
wFICE,quietMove veryLong
wFeTC,short
wFxsz,short
wGdUz,mateIn1 mate kingsideAttack oneMove
wH3KJ,advancedPawn short
wHDuv,pin short
wHEKe,fork long
wHUfI,defensiveMove hangingPiece knightEndgame long
wHnHd,advancedPawn sacrifice rookEndgame long
wI7ZS,discoveredAttack short
wIGIE,defensiveMove bishopEndgame short
wIyRa,fork short
wJB3l,mateIn2 mate short
wJnvO,fork long
wK3Wf,short
wKClg,mateIn2 mate short
wKTHZ,pawnEndgame short
wKsFE,mateIn2 mate short
wKtHP,kingsideAttack short
wKtuj,rookEndgame long
wL5El,mateIn1 mate oneMove
wL6dA,mateIn5 mate advancedPawn quietMove veryLong
wLKsR,fork long
wLLHw,long
wM1to,mateIn1 mate oneMove
wMAqj,exposedKing bishopEndgame long
wMEj1,rookEndgame short
wMMIw,mateIn2 mate fork short
wMPUH,intermezzo pin short
wMfEg,mateIn2 mate pin short
wMqV6,mateIn2 mate rookEndgame short
wN3OR,quietMove sacrifice bishopEndgame long
wN76c,short
wN83g,mateIn1 mate oneMove
wNAdZ,advancedPawn fork short
wNKjb,short
wNW3R,mateIn3 mate backRankMate sacrifice long
wNbJD,long
wNiv5,mateIn2 mate short
wOGVq,mateIn1 mate oneMove
wOMqd,advancedPawn defensiveMove long
wOgiC,mateIn2 mate rookEndgame short
wOmAF,short
wP01B,mateIn2 mate advancedPawn fork promotion queenRookEndgame short
wP3Mr,mateIn2 mate bishopEndgame short
wPD2h,quietMove short
wPQ2Z,mateIn1 mate oneMove
wPU6m,sacrifice trappedPiece long
wQYvS,mateIn2 mate backRankMate rookEndgame short
wQacd,mateIn1 mate oneMove
wQerO,attraction sacrifice fork long
wQifH,discoveredAttack long
wRPy3,advancedPawn defensiveMove promotion long
wRhJy,short
wRpqF,sacrifice fork long
wRsxo,mateIn1 mate oneMove
wRtAO,defensiveMove rookEndgame long
wRyVQ,long
wS5lg,short
wSA0e,sacrifice intermezzo pin long
wSRVj,mateIn1 mate oneMove
wSTCf,fork long
wSUpB,mateIn2 mate kingsideAttack short
wSWzj,short
wSZym,mateIn1 mate oneMove
wSl9G,pawnEndgame long
wSmYo,fork discoveredAttack long
wSpe3,discoveredAttack kingsideAttack long
wSqHw,fork short
wT7Q5,mateIn3 mate backRankMate sacrifice long
wTCFq,mateIn3 mate kingsideAttack long
wTMui,mateIn1 mate oneMove
wTdBl,advancedPawn quietMove promotion veryLong
wU4yp,mateIn1 mate backRankMate oneMove
wUN2A,mateIn3 mate rookEndgame long
wUUmV,mateIn2 mate queensideAttack short
wUar1,mateIn1 mate oneMove
wUrED,advancedPawn knightEndgame long
wUvnZ,mateIn4 mate sacrifice veryLong
wUxg6,discoveredAttack pin long
wUyKN,fork discoveredAttack short
wV4TJ,mateIn1 mate oneMove
wVEAP,advancedPawn promotion pawnEndgame long
wVNND,mateIn2 mate short
wVxAY,discoveredAttack kingsideAttack short
wW0NU,short
wW2V3,pin short
wWBBV,mateIn2 mate kingsideAttack short
wWCkC,mateIn3 mate sacrifice pin long
wWGob,long
wWTMI,attraction sacrifice skewer long
wWf4P,sacrifice short
wWsjK,mateIn2 mate backRankMate short
wWwTQ,fork short
wWz99,fork pin short
wXG6y,advancedPawn discoveredAttack pin long
wXInW,mateIn2 mate kingsideAttack short
wXX9T,mateIn2 mate short
wXcaT,kingsideAttack short
wXhsl,pin long
wXoi3,mateIn1 mate oneMove
wXsbb,pin short
wXvNB,mateIn2 mate hookMate short
wYKM6,mateIn1 mate queenRookEndgame oneMove
wYRz1,short
wYUKL,kingsideAttack long
wYrAG,fork short
wYw6V,deflection short
wZ92N,defensiveMove fork long
wZJ6Y,mateIn2 mate short
wZLxG,quietMove discoveredAttack pin veryLong
wa3Db,attraction fork long
wa8Xt,defensiveMove short
waKOU,mateIn2 mate sacrifice clearance short
waPXI,short
wakz9,mateIn2 mate sacrifice short
wb3jB,attraction intermezzo kingsideAttack veryLong
wb7T9,long
wbcbq,advancedPawn fork long
wc6tx,mateIn2 mate rookEndgame short
wcMP9,long
wczzi,deflection advancedPawn defensiveMove promotion rookEndgame long
wdH3Z,mateIn2 mate queensideAttack short
wdfLJ,pawnEndgame veryLong
wdn0I,attraction long
wdta2,deflection veryLong
wdz5w,attraction sacrifice fork long
weDZi,sacrifice discoveredAttack long
weoS8,mateIn1 mate oneMove
wepEr,fork long
wf3CR,mateIn1 mate hangingPiece queensideAttack oneMove
wfLJO,kingsideAttack long
wfRn5,deflection short
wfXCP,short
wgALH,sacrifice pin veryLong
wgF4v,mateIn1 mate oneMove
wgrfN,mateIn2 mate short
wh0Ud,advancedPawn rookEndgame short
wh3RP,mateIn1 mate oneMove
wh9va,discoveredAttack kingsideAttack short
whCaO,sacrifice short
whDwA,fork short
whEXe,trappedPiece castling long
whjvS,quietMove clearance long
whyU3,mateIn2 mate pin short
wi6Mk,mateIn2 mate backRankMate hangingPiece short
wiEe9,sacrifice fork pin clearance short
wiRcU,advancedPawn pin long
wibs2,mateIn1 mate oneMove
wijrP,fork short
wiqaz,mateIn2 mate short
wj09p,pawnEndgame long
wjOi3,attraction sacrifice fork long
wjrsQ,advancedPawn defensiveMove promotion short
wjvNr,advancedPawn exposedKing long
wjxe8,short
wk9EX,short
wkFkx,mateIn1 mate kingsideAttack oneMove
wkpVz,rookEndgame long
wl791,short
wlS1F,skewer short
wlZPl,hangingPiece intermezzo short
wloOG,mateIn1 mate kingsideAttack oneMove
wlrcK,mateIn1 mate kingsideAttack oneMove
wmD6Z,mateIn2 mate short
wmP7K,capturingDefender veryLong
wmVtL,mateIn2 mate sacrifice short
wmWy7,intermezzo short
wmYvz,mateIn2 mate short
wmqsx,short
wmuRs,short
wmzA4,mateIn1 mate kingsideAttack oneMove
wmzBs,fork short
wn2nX,mateIn2 mate intermezzo kingsideAttack short
wn4mi,mateIn1 mate oneMove
wnEaj,mateIn3 mate long
wnYAI,mateIn2 mate kingsideAttack short
wnaxM,mateIn1 mate oneMove
wngan,mateIn2 mate backRankMate short
wnry8,queenEndgame long
wo0hk,fork long
woOnP,mateIn2 mate short
wp9C7,mateIn1 mate oneMove
wpS2V,attraction advancedPawn pin veryLong
wpmBv,advancedPawn short
wptOC,mateIn2 mate sacrifice kingsideAttack short
wqZT2,long
wrC5p,deflection advancedPawn promotion knightEndgame short
wrLWW,mateIn2 mate short
wrPV6,fork short
wrbY6,fork short
wriN9,short
wsP8p,exposedKing long
wsQFk,fork long
wseeK,mateIn1 mate kingsideAttack oneMove
wslUb,discoveredAttack pin long
wsq5f,short
wtARL,quietMove defensiveMove bishopEndgame short
wtQUF,mateIn1 mate kingsideAttack oneMove
wtZhO,deflection bishopEndgame short
wuVyn,short
wukFC,mateIn1 mate oneMove
wvGGp,short
wvQQK,mateIn1 mate oneMove
wvUzh,advancedPawn short
wvfNQ,mateIn2 mate short
ww4ha,mateIn1 mate queenEndgame oneMove
wwN98,mateIn2 mate short
wwQPt,queenEndgame short
wwgnp,long
wwsTd,defensiveMove knightEndgame short
wwwGE,mateIn2 mate rookEndgame short
wx7aI,mateIn1 mate oneMove
wxC5A,fork long
wxTc8,capturingDefender short
wxlIw,xRayAttack long
wyD1v,bishopEndgame long
wyjgq,mateIn2 mate advancedPawn pawnEndgame short
wymzp,advancedPawn defensiveMove promotion short
wyzEu,mateIn1 mate oneMove
wzDyD,pawnEndgame long
wzPcH,attraction sacrifice pin long
wzqcu,sacrifice fork pin long
wzwpt,fork short
x06gC,short
x0B2E,sacrifice fork exposedKing long
x0DRM,advancedPawn sacrifice veryLong
x0Pxh,mateIn2 mate short
x0X29,mateIn2 mate sacrifice discoveredAttack pin queensideAttack short
x0aQw,mateIn1 mate rookEndgame oneMove
x0uVv,sacrifice discoveredAttack short
x1ReL,advancedPawn defensiveMove clearance short
x1Tda,mateIn2 mate short
x1WLQ,fork discoveredAttack capturingDefender long
x1ecM,discoveredAttack short
x1h5u,fork short
x1nI4,fork short
x1upZ,long
x1x0r,sacrifice exposedKing intermezzo long
x2CWm,mateIn2 mate fork short
x2E9V,veryLong
x3PDO,mateIn1 mate hangingPiece rookEndgame oneMove
x3toq,mateIn2 mate sacrifice short
x5NR1,long
x5SKz,mateIn1 mate oneMove
x5gyu,rookEndgame short
x5ibR,mateIn2 mate short
x5lai,long
x65iv,short
x6cxF,long
x6jRp,mateIn1 mate oneMove
x6lv1,quietMove exposedKing rookEndgame veryLong
x75IE,fork short
x78xO,long
x7ORz,advancedPawn quietMove promotion long
x80Lg,long
x81s4,mateIn3 mate kingsideAttack long
x8cYq,veryLong
x95Zp,mateIn2 mate short
x9Aqq,discoveredAttack long
x9G5Q,discoveredAttack short
x9GRi,pin short
x9Zvm,mateIn1 mate queensideAttack oneMove
xAQGI,advancedPawn rookEndgame short
xATgH,rookEndgame short
xAjsG,mateIn3 mate sacrifice long
xBUq7,long
xBnGx,mateIn3 mate long
xCd4l,defensiveMove rookEndgame long
xClH6,pawnEndgame veryLong
xDGPp,mateIn1 mate discoveredAttack oneMove
xEQMz,deflection advancedPawn promotion short
xESTw,mateIn1 mate queenRookEndgame oneMove
xEsal,mateIn2 mate short
xEznw,mateIn2 mate short
xFIYN,veryLong
xFksG,short
xFrSm,deflection fork intermezzo long
xFyTI,mateIn2 mate fork short
xFyyX,mateIn1 mate knightEndgame oneMove
xGAAz,discoveredAttack kingsideAttack long
xGdN4,mateIn1 mate kingsideAttack oneMove
xHBto,pin short
xHYSG,mateIn1 mate kingsideAttack oneMove
xIDow,advancedPawn promotion rookEndgame short
xIL56,mateIn2 mate attraction short
